PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Mino, CI; Gardenal, CN; Bidau, CJ				Mino, Carolina I.; Gardenal, Cristina N.; Bidau, Claudio J.			Morphological, Genetic, and Chromosomal Variation at a Small Spatial Scale within a Mosaic Hybrid Zone of the Grasshopper Dichroplus pratensis Bruner (Acrididae)	JOURNAL OF HEREDITY			English	Article						chromosomal fusions; grasshopper; morphometric traits; RAPDs; variability	SEXUAL SIZE DIMORPHISM; CHIASMA FREQUENCY; ROBERTSONIAN HETEROZYGOTES; BODY-SIZE; RAPD-PCR; MELANOPLINAE; ORTHOPTERA; POLYMORPHISMS; ORIENTATION; VARIABILITY	Hybrid zones are regions where genetically different populations meet and mate, resulting in offspring of mixed characteristics. In organisms with limited dispersal, such as melanopline grasshoppers, hybrid zones can occur at small spatial scales (i.e., < 500 m). We assessed levels of morphological, chromosomal, and molecular variability in adult males of the grasshopper Dichroplus pratensis Bruner (N = 137 males, 188 females) collected at 12 sites within a mosaic hybrid zone in a heterogeneous environment in Sierra de la Ventana, Argentina. In this hybrid zone, 2 Robertsonian chromosomal races, polymorphic for different centric fusions, meet (the "Northern race" at low altitudes and the "Southern race" at higher altitudes), forming hybrids that show monobrachial homologies during meiosis. High morphometric variation in 6 traits was revealed among grasshoppers of both sexes, with male body size positively and significantly correlated with increasing altitude. Frequency of Robertsonian fusions characteristic of the Southern race increased significantly with altitude. Moreover, fusion frequencies covaried between samples. Considerable genetic variation was revealed by random amplification of polymorphic DNA markers, with heterozygosity ranging from 0.3477 to 0.3745. Insects from low-altitude and high-altitude populations showed significant genetic differentiation, as indicated by F-ST values. The proposed model for D. pratensis, involving the generation and maintenance by chromosomal fusions, of gene complexes adaptive in different environments, could explain the observed clinal patterns within the contact zone.	[Gardenal, Cristina N.] Univ Nacl Cordoba, Catedra Genet Poblac & Evoluc, Fac Ciencias Exactas Fis & Nat, RA-5000 Cordoba, Argentina; [Bidau, Claudio J.] IOC FIOCRUZ, Lab Biol & Parasitol Mamiferos Silvestres Reserva, Rio De Janeiro, Brazil; [Mino, Carolina I.] Univ Nacl Misiones Posadas, Catedra Genet Evolut, Fac Ciencias Exactas Quim & Nat, Posadas, Misiones, Argentina		Mino, CI (corresponding author), Univ Fed Sao Carlos, Dept Genet & Evolucao, Rodovia Washington Luis SP 310 Km 235, BR-13565905 Sao Carlos, SP, Brazil.	carolinaianido@yahoo.com.ar	Miño, Carolina/E-5082-2011; Miño, Carolina Isabel/K-7120-2019	Miño, Carolina/0000-0002-9098-583X; 	Universidad Nacional de Misiones (Argentina); Fundacao Oswaldo Cruz (FIOCRUZ); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ); Fundacao de Amparo a Pesquisa do Estado do Rio de Janeiro (FAPERJ)Fundacao Carlos Chagas Filho de Amparo a Pesquisa do Estado do Rio De Janeiro (FAPERJ)	Universidad Nacional de Misiones (Argentina) through financial aid to C.I.M; Fundacao Oswaldo Cruz (FIOCRUZ); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq) and Fundacao de Amparo a Pesquisa do Estado do Rio de Janeiro (FAPERJ) provided funding to C.J.B.		64	6	8	0	15	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	0022-1503	1465-7333		J HERED	J. Hered.	MAR-APR	2011	102	2					184	195		10.1093/jhered/esq119			12	Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology; Genetics & Heredity	723HF	WOS:000287496700005	21172824	Bronze			2022-03-27	
J	Teruel, M; Cabrero, J; Perfectti, F; Camacho, JPM				Teruel, Maria; Cabrero, Josefa; Perfectti, Francisco; Camacho, Juan Pedro M.			B chromosome ancestry revealed by histone genes in the migratory locust	CHROMOSOMA			English	Article							MITOTIC INSTABILITY; EYPREPOCNEMIS-PLORANS; CHIASMA FREQUENCY; GRASSHOPPER; SEQUENCES; ACCUMULATION; ORIGIN; ORTHOPTERA; TRANSMISSION; POLYMORPHISM	In addition to the standard set of chromosomes (A), about 15% of eukaryote genomes carry B chromosomes. In most cases, B chromosomes behave as genomic parasites being detrimental for the individuals carrying them and prospering in natural populations because of transmission advantages (drive). B chromosomes are mostly made up of repetitive DNA sequences, especially ribosomal DNA (rDNA), satellite DNA and mobile elements. In only two cases have B chromosomes been shown to carry protein-coding genes. Although some B chromosomes seem to have derived from interspecific hybridisation, the most likely source of B chromosomes is the host genome itself, but the specific A chromosome being the B ancestor has not been identified in any B-containing species. Here, we provide strong evidence for B chromosome ancestry in the migratory locust, based on the location of genes for the H3 and H4 histones in the B chromosome and a single A chromosome pair (i.e. the eighth in order of decreasing size). The high DNA sequence similarity of A and B chromosome H3-H4 genes supports B-origin from chromosome 8. The higher variation shown by B sequences, compared to A sequences, suggests that B chromosome sequences are most likely inactive and thus less subjected to purifying selection. Estimates of time of divergence for histone genes from A and B chromosomes suggest that B chromosomes are quite old (> 750,000 years), showing the B-chromosome ability to persist in natural populations for long periods of time.	[Teruel, Maria; Cabrero, Josefa; Perfectti, Francisco; Camacho, Juan Pedro M.] Univ Granada, Dept Genet, E-18071 Granada, Spain		Camacho, JPM (corresponding author), Univ Granada, Dept Genet, E-18071 Granada, Spain.	jpmcamac@ugr.es	Perfectti, Francisco/C-5087-2008; Camacho, Juan Pedro M/L-6869-2014; Cabrero, Josefa/L-8899-2014; Teruel, Maria/V-3205-2017	Perfectti, Francisco/0000-0002-5551-213X; Camacho, Juan Pedro M/0000-0002-2507-9814; Cabrero, Josefa/0000-0002-5848-6985; Teruel, Maria/0000-0002-5315-2660	Spanish Ministerio de Ciencia y TecnologiaSpanish GovernmentEuropean Commission [CGL2006-06307]; Plan Andaluz de Investigacion [CVI-1664]; FEDEREuropean Commission	We thank Tatiana Lopez for technical assistance and David Martinez for English corrections. This study was supported by grants from the Spanish Ministerio de Ciencia y Tecnologia (CGL2006-06307) and Plan Andaluz de Investigacion (CVI-1664). This research was partially performed by FEDER funds.		53	58	61	1	10	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	0009-5915	1432-0886		CHROMOSOMA	Chromosoma	APR	2010	119	2					217	225		10.1007/s00412-009-0251-3			9	Biochemistry & Molecular Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Genetics & Heredity	568QL	WOS:000275537400008	20016909				2022-03-27	
J	BEUKEBOOM, LW; REED, KM; WERREN, JH				BEUKEBOOM, LW; REED, KM; WERREN, JH			EFFECTS OF DELETIONS ON MITOTIC STABILITY OF THE PATERNAL-SEX-RATIO (PSR) CHROMOSOME FROM NASONIA	CHROMOSOMA			English	Article							B-CHROMOSOME; MEIOTIC DRIVE; EXTRACHROMOSOMAL FACTOR; PSEUDOCOCCUS-AFFINIS; TRANSMISSION; MEALYBUG; DROSOPHILA; ORTHOPTERA; ACRIDIDAE; OBSCURUS	Paternal-Sex-Ratio (PSR) is a B chromosome that causes all-male offspring in the parasitoid wasp Nasonia vitripennis. It is only transmitted via sperm of carrier males and destroys the other paternal chromosomes during the first mitotic division of the fertilized egg. Because of haplodiploidy, the effect of PSR is to convert diploid (female) eggs into haploid eggs that develop into PSR-bearing males. The PSR chromosome was previously found to contain several families of repetitive DNA, which appear to be present in local blocks. PSR chromosomes with irradiation-induced deletions have decreased rates of transmission and increased variation in transmission. This study investigates whether these differences in transmission of deletion chromosomes are due to mitotic instability. Two deletion chromosomes (E306 and F316) and the wild-type PSR chromosome were examined. A cytogenetic assay of testes revealed that wild-type PSR males contained the chromosome in 98%-100% of their spermatocytes. Similar counts from carriers of two deletion chromosomes were lower and varied between individuals from 50%-100%. One F316 male did not contain the chromosome in any of its spermatocytes although the chromosome was present in somatic tissues based on hybridization to PSR-specific repetitive DNA. A molecular analysis of males found the wild-type PSR chromosome to be present in all somatic tissues. Tissue specific differences in the presence or PSR were found in several males from the two deletion lines. The results show that deletions can result in mosaicism due to increased mitotic instability of PSR. Such individuals sometimes partially or completely fail to transmit the chromosome. Patterns of mosaicism of 13 chromosomes in other organisms are discussed.			BEUKEBOOM, LW (corresponding author), UNIV ROCHESTER,DEPT BIOL,ROCHESTER,NY 14627, USA.		Beukeboom, Leo W/D-1808-2012	Werren, John/0000-0001-9353-2070	EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENTUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD) [R01HD024310] Funding Source: NIH RePORTER; NICHD NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD) [R01-HD24310] Funding Source: Medline			40	14	15	0	6	SPRINGER VERLAG	NEW YORK	175 FIFTH AVE, NEW YORK, NY 10010	0009-5915			CHROMOSOMA	Chromosoma	DEC	1992	102	1					20	26		10.1007/BF00352286			7	Biochemistry & Molecular Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Genetics & Heredity	KB275	WOS:A1992KB27500004	1291226	Green Submitted			2022-03-27	
J	Keller, I; Veltsos, P; Nichols, RA				Keller, Irene; Veltsos, Paris; Nichols, Richard A.			The frequency of rDNA variants within individuals provides evidence of population history and gene flow across a grasshopper hybrid zone	EVOLUTION			English	Article						concerted evolution; cline; tension zone	PODISMA-PEDESTRIS ORTHOPTERA; CONCERTED EVOLUTION; CHROMOSOMAL DIFFERENTIATION; CHORTHIPPUS-PARALLELUS; SEX-CHROMOSOME; RIBOSOMAL DNA; VARIABLE V1; V3 REGIONS; POLYMORPHISM; CLINE	In the grasshopper Podisma pedestris, units of the ribosomal DNA (rDNA) multigene family are not identical, but comprise multiple genetic variants. We surveyed this variation using a novel pyrosequencing approach. The history of the study populations is well characterized as the pattern of colonization can be inferred from the distribution of two chromosomal races that invaded from different directions after the last glacial maximum and finally met to form a hybrid zone. This knowledge of the populations' ancestry allows us to draw inferences about the rate of change in rDNA composition. The rDNA data have, in turn, been revealing about the populations' ancestry, indicating a previously unsuspected route of postglacial colonization. The two chromosomal races were found to have genetically distinctive rDNA composition, demonstrating the persistence of differences for thousands of generations. It follows that the hybrid zone represents a natural experiment in which repeated crossing and backcrossing between these different rDNA lineages has occurred for over 8000 generations. The association between chromosomal race and rDNA composition has been broken down within the zone. It therefore appears that rDNA variants move freely across the zone and are not under opposing selection pressures in the two races, as had previously been suspected.	[Keller, Irene; Veltsos, Paris; Nichols, Richard A.] Univ London, Sch Biol & Chem Sci, London, England		Keller, I (corresponding author), Dept Aquat Ecol, Ueberlandstr 133, CH-8600 Dubendorf, Switzerland.	keller.irene@gmail.com	Nichols, Richard/B-7732-2008; Keller, Irene/F-6043-2012; Nichols, Richard Alan/T-4773-2019	Nichols, Richard/0000-0002-4801-9312; Veltsos, Paris/0000-0002-8872-6281				40	18	19	0	16	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0014-3820	1558-5646		EVOLUTION	Evolution	APR	2008	62	4					833	844		10.1111/j.1558-5646.2008.00320.x			12	Ecology; Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Evolutionary Biology; Genetics & Heredity	283MS	WOS:000254640900009	18194473	Bronze			2022-03-27	
J	Buckley, TR; Krosch, M; Leschen, RAB				Buckley, Thomas R.; Krosch, Matt; Leschen, Richard A. B.			Evolution of New Zealand insects: summary and prospectus for future research	AUSTRAL ENTOMOLOGY			English	Review						adaptation; alpine; biogeography; freshwater; island	POPULATION-GENETIC-STRUCTURE; LAST GLACIAL MAXIMUM; WESTERN SOUTH ISLAND; WETA ORTHOPTERA; STICK INSECT; GLOBAL DIVERSITY; PHYLOGENETIC ANALYSIS; FREEZING TOLERANCE; ADAPTIVE RADIATION; EARLY MIOCENE	Knowledge on the evolution of the New Zealand insect fauna is reviewed and outstanding questions are highlighted. The New Zealand insect fauna is a composite of old and recent lineages and many spectacular examples of evolutionary processes are evident, including species radiations, hybridisation and unusual adaptations. We discuss the origins and evolution of four prominent communities within the insect fauna: terrestrial lowland insects, alpine insects, aquatic insects and insect communities from offshore islands. Within each of these communities, significant lineages are discussed, and in particular the crucial adaptations that enable these lineages to thrive and diversify. Glacial history has had a dramatic impact on the New Zealand insects, and the effects on different lineages are discussed. The New Zealand insects are unique, yet many are threatened with extinction, and efforts to preserve the fauna are reviewed. Despite the accumulating knowledge, major gaps still exist and these are outlined, as are opportunities to address key questions. The review concludes with a synthesis and a discussion of how systematics, new technologies and integrative approaches have the promise to improve dramatically our understanding of New Zealand insect evolution.	[Buckley, Thomas R.; Leschen, Richard A. B.] Landcare Res, Auckland 1072, New Zealand; [Buckley, Thomas R.] Univ Auckland, Sch Biol Sci, Auckland 1, New Zealand; [Buckley, Thomas R.] Allan Wilson Ctr, Auckland, New Zealand; [Krosch, Matt] Univ Queensland, Sustainable Minerals Inst, Ctr Water Minerals Ind, Brisbane, Qld 4072, Australia		Buckley, TR (corresponding author), Landcare Res, Private Bag 92170, Auckland 1072, New Zealand.	buckleyt@landcareresearch.co.nz	Buckley, Thomas/H-1284-2012	Buckley, Thomas/0000-0002-3076-4234; Leschen, Richard/0000-0001-8549-8933; Krosch, Matt/0000-0003-0354-8189	Crown Research Institutes from the Ministry of Business, Innovation and Employment's Science and Innovation GroupNew Zealand Ministry of Business, Innovation and Employment (MBIE); University of Auckland; Royal Society of New Zealand Marsden fundRoyal Society of New ZealandMarsden Fund (NZ) [LCR0901]; Allan Wilson Centre; University of QueenslandUniversity of Queensland	We thank Pete Cranston, Mark Stevens and Anne Austin for comments on the text. TRB and RABL were supported by core funding for Crown Research Institutes from the Ministry of Business, Innovation and Employment's Science and Innovation Group. TRB also received support from The University of Auckland, The Royal Society of New Zealand Marsden fund (LCR0901) and Allan Wilson Centre. MNK was supported by a postdoctoral research fellowship awarded by the University of Queensland. We thank John Marris for unpublished information on Three Kings beetles and Des Helmore for the illustrations.		319	62	63	1	54	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	2052-1758	2052-174X		AUSTRAL ENTOMOL	Austral Entomol.	FEB	2015	54	1					1	27		10.1111/aen.12116			27	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	CB1OZ	WOS:000349398700002		Green Accepted			2022-03-27	
J	Hewitt, GM				Hewitt, GM			Some genetic consequences of ice ages, and their role in divergence and speciation	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						range changes; dispersal; refugia; population structure; hybrid zones; phylogeography; adaptation; DNA sequences; biodiversity	CHORTHIPPUS-PARALLELUS-PARALLELUS; WHITEFISH COREGONUS-CLUPEAFORMIS; MITOCHONDRIAL-DNA VARIABILITY; HYBRID ZONE; SEQUENCE VARIATION; EVOLUTIONARY RELATIONSHIPS; PHYLOGEOGRAPHIC PATTERNS; PLEISTOCENE GLACIATIONS; HISTORICAL BIOGEOGRAPHY; ERYTHROPUS ORTHOPTERA	The genetic effects of pleistocene ice ages are approached by deduction from paleoenvironmental information, by induction from the genetic structure of populations and species, and by their combination to infer likely consequences. (1) Recent palaeoclimatic information indicate rapid global reversals and changes in ranges of species which would involve elimination with spreading from the edge. Leading edge colonization during a rapid expansion would be leptokurtic and lead to homozygosity and spatial assortment of genomes. In Europe and North America, ice age contractions were into southern refugia, which would promote genome reorganization. (2) The present day genetic structure of species shows frequent geographic subdivision, with parapatric genomes, hybrid zones and suture zones. A survey of recent DNA phylogeographic information supports and extends earlier work. (3) The grasshopper Chorthippus parallelus is used to illustrate such data and processes. Its range in Europe is divided on DNA sequences into five parapatric races, with southern genomes showing greater haplotype diversity - probably due to southern mountain blocks acting as refugia and northern expansion reducing diversity. (4) Comparison with other recent studies shows a concordance of such phylogeographic data over pleistocene time scales. (5) The role that ice age range changes may have played in changing adaptations is explored, including the limits of range, rapid change in new invasions and refugial differentiation in a variety of organisms. (6) The effects of these events in causing divergence and speciation are explored using Chorthippus as a paradigm. Repeated contraction and expansion would accumulate genome differences and adaptations, protected from mixing by hybrid zones, and such a composite mode of speciation could apply to many organisms. (C) 1996 The Linnean Society of London			Hewitt, GM (corresponding author), UNIV E ANGLIA, NORWICH NR4 7TJ, NORFOLK, ENGLAND.							134	3005	3130	13	634	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0024-4066	1095-8312		BIOL J LINN SOC	Biol. J. Linnean Soc.	JUL	1996	58	3					247	276		10.1111/j.1095-8312.1996.tb01434.x			30	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	UY830	WOS:A1996UY83000001					2022-03-27	
J	Sequeira, AS; Stepien, CC; Sijapati, M; Albelo, LR				Sequeira, Andrea S.; Stepien, Courtney C.; Sijapati, Manisha; Roque Albelo, Lazaro			Comparative Genetic Structure and Demographic History in Endemic Galapagos Weevils	JOURNAL OF HEREDITY			English	Article						flightlessness; Galapaganus; gene flow; islands; mitochondrial DNA; population structure	JERUSALEM CRICKET ORTHOPTERA; RECENT HABITAT FRAGMENTATION; EL-JUNCO LAKE; POPULATION-STRUCTURE; ISLAND POPULATIONS; FLIGHTLESS BEETLES; MITOCHONDRIAL-DNA; GIANT TORTOISES; CANARY-ISLANDS; GROUND-BEETLE	The challenge of maintaining genetic diversity within populations can be exacerbated for island endemics if they display population dynamics and behavioral attributes that expose them to genetic drift without the benefits of gene flow. We assess patterns of the genetic structure and demographic history in 27 populations of 9 species of flightless endemic Galapagos weevils from 9 of the islands and 1 winged introduced close relative. Analysis of mitochondrial DNA reveals a significant population structure and moderately variable, though demographically stable, populations for lowland endemics (F-ST = 0.094-0.541; pi: 0.014-0.042; Mismatch P = 0.003-0.026; and D-(Tajima) = 0.601 to 1.203), in contrast to signals of past contractions and expansions in highland specialists on 2 islands (Mismatch P = 0.003-0.026 and D-(Tajima) = --0.601 to 1.203). We interpret this series of variable and highly structured population groups as a system of long-established, independently founded island units, where structuring could be a signal of microallopatric differentiation due to patchy host plant distribution and poor dispersal abilities. We suggest that the severe reduction and subsequent increase of a suitably moist habitat that accompanied past climatic variation could have contributed to the observed population fluctuations in highland specialists. We propose the future exploration of hybridization between the introduced and highland endemic species on Santa Cruz, especially given the expansion of the introduced species into the highlands, the sensitivity to past climatic variation detected in highland populations, and the potentially threatened state of single-island endemics.	[Sequeira, Andrea S.; Stepien, Courtney C.; Sijapati, Manisha] Wellesley Coll, Dept Biol Sci, Wellesley, MA 02481 USA; [Stepien, Courtney C.] Univ Chicago, Comm Evolutionary Biol, Grad Program, Chicago, IL 60637 USA; [Roque Albelo, Lazaro] Charles Darwin Res Stn, Dept Terr Invertebrates, Puerto Ayora, Galapagos, Ecuador; [Roque Albelo, Lazaro] Ecol Environm, Invertebrate Sci Team, Perth, WA, Australia; [Roque Albelo, Lazaro] Curtin Univ, Curtin Inst Biodivers & Climate, Perth, WA, Australia		Sequeira, AS (corresponding author), Wellesley Coll, Dept Biol Sci, Wellesley, MA 02481 USA.	asequeir@wellesley.edu			Wellesley College; Howard Hughes Medical Institute through Wellesley College [52006325, 52005210]	Brachman Hoffman Fellowship through Wellesley College to A.S.; Howard Hughes Medical Institute Postgraduate Fellowship through Wellesley College to C.S. (52006325); and summer stipends from Howard Hughes Medical Institute grant through Wellesley College to M.S. (52005210).		81	7	7	0	22	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	0022-1503			J HERED	J. Hered.	MAR-APR	2012	103	2					206	220		10.1093/jhered/esr124			15	Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology; Genetics & Heredity	898FQ	WOS:000300723400006	22174444	Bronze, Green Published			2022-03-27	
J	Ronacher, B; Stange, N				Ronacher, Bernhard; Stange, Nicole			Processing of acoustic signals in grasshoppers - A neuroethological approach towards female choice	JOURNAL OF PHYSIOLOGY-PARIS			English	Review						Acoustic communication; Grasshoppers; Sexual selection; Mate choice; Preference functions; Quality indicators; Spike train metric	CHORTHIPPUS-BIGUTTULUS ORTHOPTERA; PATTERN-RECOGNITION; AUDITORY INTERNEURONS; COMMUNICATION SIGNALS; METATHORACIC GANGLION; SEXUAL SELECTION; TEMPORAL INTEGRATION; RESPONSE VARIABILITY; DIRECTIONAL HEARING; CALL RECOGNITION	Acoustic communication is a major factor for mate attraction in many grasshopper species and thus plays a vital role in a grasshopper's life. First of all, the recognition of the species-specific sound patterns is crucial for preventing hybridization with other species, which would result in a drastic fitness loss. In addition, there is evidence that females are choosy with respect to conspecific males and prefer or reject the songs of some individuals, thereby exerting a sexual selection on males. Remarkably, the preferences of females are preserved even under masking noise. To discriminate between the basically similar signals of conspecifics is obviously a challenge for small nervous systems. We therefore ask how the acoustic signals are processed and represented in the grasshopper's nervous system, to allow for a fine discrimination and assessment of individual songs. The discrimination of similar signals may be impeded not only by signal masking due to external noise sources, but also by intrinsic noise due to the inherent variability of spike trains. Using a spike train metric we could estimate how well, in principle, the songs of different individuals can be discriminated on the basis of neuronal responses, and found a remarkable potential for discrimination performance at the first stage, but not on higher stages of the auditory pathway. Next, we ask which benefits a grasshopper female may earn from being choosy. New results, which revealed correlations between specific song features and the size and immunocompetence of the males, suggest that females may derive from acoustic signals clues about condition and health of the sending male. However, we observed substantial differences between the preference functions of individual females and it may be particularly rewarding to relate the variations in female preferences to individual differences in the responses of identified neurons. (C) 2012 Elsevier Ltd. All rights reserved.	[Ronacher, Bernhard; Stange, Nicole] Humboldt Univ, Dept Biol, D-10115 Berlin, Germany		Ronacher, B (corresponding author), Humboldt Univ, Dept Biol, Invalidenstr 43, D-10115 Berlin, Germany.	bernhard.ronacher@rz.hu-berlin.de			German Research CouncilGerman Research Foundation (DFG) [DFG GrK 837, SFB 618]	Financial support from the German Research Council (DFG GrK 837, grant to N.S. and B.R., and SFB 618, grant to BR) is also acknowledged.		87	15	15	0	27	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0928-4257	1769-7115		J PHYSIOL-PARIS	J. Physiol.-Paris	JAN-APR	2013	107	1-2					41	50		10.1016/j.jphysparis.2012.05.005			10	Neurosciences; Physiology	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Physiology	099GK	WOS:000315609300005	22728472				2022-03-27	
J	Rodriguez-Munoz, R; Mirol, PM; Segelbacher, G; Fernandez, A; Tregenza, T				Rodriguez-Munoz, R.; Mirol, P. M.; Segelbacher, G.; Fernandez, A.; Tregenza, T.			Genetic differentiation of an endangered capercaillie (Tetrao urogallus) population at the Southern edge of the species range	CONSERVATION GENETICS			English	Article						ESU; glaciation; refugia; taxonomy; hybrid zone; contact zone; grouse	HYBRID ZONE; GEOGRAPHIC-VARIATION; EXTINCTION RISK; SPECIATION; PHYLOGEOGRAPHY; BIODIVERSITY; BIOGEOGRAPHY; PARALLELUS; DIVERGENCE; ORTHOPTERA	The low-latitude limits of species ranges are thought to be particularly important as long-term stores of genetic diversity and hot spots for speciation. The Iberian Peninsula, one of the main glacial refugia in Europe, houses the southern distribution limits of a number of boreal species. The capercaillie is one such species with a range extending northwards to cover most of Europe from Iberia to Scandinavia and East to Siberia. The Cantabrian Range, in North Spain, constitutes the contemporary south-western distribution limit of the species. In contrast to all other populations, which live in pure or mixed coniferous forests, the Cantabrian population is unique in inhabiting pure deciduous forests. We have assessed the existence of genetic differentiation between this and other European populations using microsatellite and mitochondrial DNA (mtDNA) extracted from capercaillie feathers. Samples were collected between 2001 and 2004 across most of the current distribution of the Cantabrian population. Mitochondrial DNA analysis showed that the Cantabrian birds form a distinct clade with respect to all the other European populations analysed, including the Alps, Black Forest, Scandinavia and Russia, which are all members of a discrete clade. Microsatellite DNA from Cantabrian birds reveals the lowest genetic variation within the species in Europe. The existence of birds from both mtDNA clades in the Pyrenees and evidence from microsatellite frequencies for two different groups, points to the existence of a Pyrenean contact zone between European and Cantabrian type birds. The ecological and genetic differences of the Cantabrian capercaillies qualify them as an Evolutionarily Significant Unit and support the idea of the importance of the rear edge for speciation. Implications for capercaillie taxonomy and conservation are discussed.	Univ Exeter, Sch Biosci, Ctr Ecol & Conservat, Penryn TR10 9EZ, England; Natl Univ La Plata, CIGEBA, Fac Ciencias Vet, RA-1900 La Plata, Argentina; Max Planck Inst Ornithol, D-78315 Radolfzell am Bodensee, Germany; Univ Freiburg, Dept Wildlife Ecol & Management, D-79106 Freiburg, Germany; Estac Biol Donana, CSIC, E-41013 Seville, Spain		Tregenza, T (corresponding author), Univ Exeter, Sch Biosci, Ctr Ecol & Conservat, Cornwall Campus, Penryn TR10 9EZ, England.	R.Rodriguez-Munoz@exeter.ac.uk; pmirol@macn.gov.ar; albertofg.uo@uniovi.es; T.Tregenza@exeter.ac.uk	Segelbacher, Gernot/F-3633-2011; Tregenza, Tom/B-1078-2014	Segelbacher, Gernot/0000-0002-8024-7008; Tregenza, Tom/0000-0003-4182-2222				63	47	50	2	32	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	1566-0621	1572-9737		CONSERV GENET	Conserv. Genet.	JUN	2007	8	3					659	670		10.1007/s10592-006-9212-z			12	Biodiversity Conservation; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Biodiversity & Conservation; Genetics & Heredity	162QN	WOS:000246103500013					2022-03-27	
J	NICHOLS, RA; HEWITT, GM				NICHOLS, RA; HEWITT, GM			THE GENETIC CONSEQUENCES OF LONG-DISTANCE DISPERSAL DURING COLONIZATION	HEREDITY			English	Article						COLONIZATION; DISPERSAL; FOUNDER EVENTS; GENE FLOW; HYBRID ZONE; TRAVELING WAVE	CHORTHIPPUS-PARALLELUS-PARALLELUS; HYBRID ZONE; ERYTHROPUS ORTHOPTERA; CHROMOSOMAL STRUCTURE; ACRIDIDAE; CHARACTERS; SPREAD; MODELS	Rare long distance dispersal may have little impact on gene frequencies in established populations but it can dramatically increase gene flow during episodes of range expansion. We model the invasion of new territory by genetically distinct populations of the same species to investigate the dynamics of such episodes. If long distance dispersal is sufficiently frequent, the populations do not spread as a wave of advance but instead found intermingled isolates. We argue that this process can explain many otherwise puzzling patterns in the geographical distribution of alleles.	UNIV E ANGLIA, SCH BIOL SCI, NORWICH NR4 7TJ, NORFOLK, ENGLAND		NICHOLS, RA (corresponding author), UNIV LONDON QUEEN MARY & WESTFIELD COLL, SCH BIOL SCI, MILE END RD, LONDON E1 4NS, ENGLAND.		Nichols, Richard/B-7732-2008; Nichols, Richard Alan/T-4773-2019	Nichols, Richard/0000-0002-4801-9312; 				40	205	212	2	39	SPRINGERNATURE	LONDON	CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND	0018-067X	1365-2540		HEREDITY	Heredity	MAR	1994	72		3				312	317		10.1038/hdy.1994.41			6	Ecology; Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Evolutionary Biology; Genetics & Heredity	NC193	WOS:A1994NC19300011		Bronze			2022-03-27	
